user_id,user_age,user_gender,member_level,register_days,device_type,city_tier,is_vip,total_order_num,month_order_avg,week_visit_cnt,cart_add_cnt,collect_goods_num,return_order_num,refund_times,cross_shop_order,promo_order_ratio,silence_days,total_consume,avg_order_price,max_single_order,min_single_order,discount_save_money,coupon_use_cnt,redbag_income,high_price_goods_ratio,low_price_goods_ratio,logistics_extra_cost,good_comment_cnt,bad_comment_cnt,live_watch_duration,short_video_click,consult_service_cnt,share_product_cnt,popup_click_rate,search_word_cnt,repurchase_label
11,26.0,0.0,0.0,412.0,0.0,2.0,0.0,4.0,0.29126213592233013,2.0,99.0,3.0,2.0,1.0,0.0,0.34083241655325114,235.0,1442.726737475078,,382.5760436294758,13.834229362257522,61.77100127380481,5.0,143.66879105031495,0.03291352821874027,0.7209126249987603,4.468338565039787,1.0,1.0,2.693126482081272,16.0,0.0,3.0,0.27252939341419163,13.0,1
12,39.0,1.0,0.0,814.0,0.0,3.0,0.0,13.0,0.47911547911547914,2.0,12.0,2.0,3.0,0.0,3.0,0.5015666894529303,97.0,16.571803365700983,1.2747540069959213,318.042631672381,5.867318785395022,61.747971486277734,16.0,37.134579140544425,0.3381885774511362,0.5220246655548776,31.507953894869658,88.0,0.0,95.8442065569571,9.0,2.0,0.0,0.16135753478037682,4.0,1
13,51.0,0.0,0.0,246.0,0.0,3.0,0.0,2.0,0.24390243902439027,4.0,39.0,10.0,2.0,0.0,27.0,,43.0,86.67160524183885,43.335780953028944,188.55077708958902,56.57559742888534,555.5427068943959,3.0,19.899249912690408,0.4625476149316301,0.6184724069917584,5.680228397428984,2.0,0.0,17.502157599648505,24.0,2.0,1.0,0.5953700236504078,30.0,1
14,55.0,0.0,0.0,583.0,0.0,3.0,0.0,4.0,0.2058319039451115,2.0,10.0,1.0,2.0,0.0,3.0,0.30196946119143253,129.0,106.80103363372189,26.700251733367537,69.81031742393859,5.562089573649293,10.929446204592212,1.0,15.358045862690272,0.7914825921787458,0.4234208887808102,1.6630242469726397,7.0,0.0,216.13264981521363,4.0,0.0,0.0,0.062158667509619736,18.0,1
15,39.0,0.0,0.0,1731.0,2.0,1.0,0.0,33.0,0.5719237435008665,2.0,39.0,8.0,1.0,0.0,5.0,0.1372750427037554,365.0,336.7847081059953,10.20559690607268,46.85303439676748,9.882703454513498,3.459760463010513,7.0,1.7569852633445844,0.6370181818953085,0.6796535392232679,21.8167299591786,7.0,0.0,67.46968639811475,11.0,0.0,12.0,0.0,16.0,1
16,18.0,1.0,1.0,500.0,1.0,4.0,0.0,17.0,1.02,2.0,4.0,3.0,0.0,0.0,3.0,0.38764997958045044,211.0,83.09624660399002,4.888014218586812,219.30939178456543,14.88407382971432,65.21275408440775,5.0,5.892076612624023,0.8514633130140405,0.39888048261782477,22.3528123112411,0.0,0.0,232.53965972824645,126.0,0.0,6.0,0.11036675416466388,27.0,1
17,37.0,0.0,0.0,982.0,0.0,2.0,0.0,0.0,0.0,2.0,11.0,4.0,1.0,0.0,2.0,0.5182938706637901,7.0,558.3541113238979,558354111.323898,508.4622597830336,5.52409815298619,1.2679835016143035,2.0,36.9836029864066,0.4635549242908582,0.5985165997488142,15.610526818249934,20.0,0.0,49.576122384384156,13.0,0.0,1.0,0.3283401221204195,3.0,1
18,17.0,1.0,0.0,550.0,1.0,3.0,1.0,1.0,0.05454545454545455,2.0,6.0,,0.0,1.0,5.0,0.37833292748975295,78.0,99.9066888694254,99.90658896283644,486.90292598963964,25.41046832136715,221.845291581747,5.0,52.88818576446362,0.40100533140335193,0.6278180553771255,17.176076767653996,11.0,1.0,10.752339616703377,19.0,0.0,4.0,0.1002933150554183,10.0,1
19,39.0,1.0,2.0,117.0,1.0,2.0,0.0,106.0,27.17948717948718,7.0,136.0,2.0,0.0,0.0,15.0,0.5556784829396652,213.0,79.55626236558203,0.7505307699533138,608.2454286970162,15.055998048000529,65.41652059922369,3.0,85.69247929598565,0.1471119716027188,0.7132361595770556,28.220263564949747,4.0,0.0,24.207906539757097,23.0,0.0,7.0,0.24999922624846307,96.0,0
20,59.0,0.0,0.0,1774.0,0.0,1.0,0.0,32.0,0.5411499436302142,0.0,2.0,6.0,1.0,0.0,5.0,0.6576582819762133,1.0,671.493451669372,20.984169708912574,184.10519713439007,14.013867496024067,26.15778007350611,32.0,8.672806757662926,0.5669004369353032,0.4407647064273527,52.32495064953835,20.0,0.0,147.69342781722173,6.0,0.0,0.0,0.2173073915561694,48.0,0
21,45.0,0.0,0.0,1388.0,2.0,1.0,0.0,3.0,0.06484149855907781,2.0,177.0,1.0,1.0,1.0,4.0,0.3119237935172149,22.0,43.56434243359105,14.521442637382805,13.796106232491127,8.682479329278443,4.147387946356326,3.0,6.868222209435427,0.2802587673442108,0.7607607984257827,31.73171853144455,0.0,1.0,13.299430151063545,3.0,3.0,6.0,0.5708534943566512,268.0,1
22,53.0,0.0,1.0,204.0,0.0,2.0,0.0,1.0,0.14705882352941177,4.0,2.0,5.0,1.0,0.0,2.0,0.3406460061019292,272.0,3485.793057652409,3485.7895718628374,24.58499305249085,17.7826894329412,27.4355927895892,0.0,23.522437654136674,0.508982210658236,0.19136662616840366,26.637500266390045,2.0,0.0,36.29833148117232,,1.0,2.0,0.0,6.0,1
23,17.0,0.0,0.0,351.0,1.0,0.0,0.0,1.0,0.08547008547008547,15.0,31.0,10.0,1.0,0.0,4.0,0.5961342794504534,76.0,8.000914002709973,8.00090600180397,252.97212771184138,14.319251697292543,2.1686536088192803,14.0,55.53405229539627,0.0,0.36035899187386305,4.4878410970830815,8.0,0.0,3.6148207629033027,8.0,0.0,3.0,0.24760273549356346,89.0,0
24,36.0,1.0,0.0,319.0,0.0,4.0,1.0,14.0,1.316614420062696,3.0,5.0,14.0,1.0,2.0,2.0,0.29225458897497,9.0,160.53787666801824,11.466990371501991,113.61082882935783,15.53240935345314,166.81589983070114,33.0,40.59011064126547,0.44017574579576196,0.7214554566915203,33.87696360199753,15.0,0.0,765.7140048106088,2.0,0.0,4.0,0.21069975690561923,26.0,1
25,48.0,0.0,0.0,1383.0,1.0,1.0,0.0,85.0,1.843817787418655,4.0,16.0,20.0,0.0,1.0,3.0,0.7771736710996345,233.0,190.69362748311298,2.2434544145842183,21.912918671305277,26.57663072441423,26.036546299718072,21.0,8.368175376358284,0.47061637419005975,0.42107600950644797,21.042638958515788,1.0,1.0,38.1216842668486,173.0,2.0,3.0,0.6369180753090127,16.0,1
26,27.0,1.0,3.0,1541.0,2.0,1.0,0.0,79.0,1.537962362102531,4.0,9.0,12.0,2.0,0.0,9.0,0.6215074573167989,255.0,247.5501377738075,3.133546008104576,337.3022478683056,17.04999109625634,100.05985110436379,13.0,26.157699988107673,0.6292298880275147,0.6663764758991756,40.841819853535455,1.0,1.0,109.98641580467475,4.0,1.0,1.0,0.3062428201337058,0.0,1
27,37.0,0.0,1.0,940.0,0.0,1.0,0.0,1.0,0.03191489361702128,0.0,4.0,3.0,1.0,0.0,5.0,0.43618114204759423,92.0,456.30707714291697,456.3066208362962,125.57662771332087,6.016564605624846,63.057742668829576,26.0,11.026813408035729,0.0,0.4626461190039368,7.150687083090499,10.0,0.0,147.71626893081964,6.0,2.0,2.0,0.4719498991713299,26.0,1
28,59.0,0.0,1.0,489.0,3.0,0.0,0.0,5.0,0.3067484662576687,9.0,13.0,0.0,1.0,1.0,3.0,0.5390785245705119,144.0,268.4701645307745,53.69402216735047,54.84111269988951,9.515665895541003,38.139071771326996,,71.4105943370455,0.36002994634935537,0.540093652449023,7.019151460362754,7.0,0.0,54.66057666793314,19.0,0.0,12.0,0.23290199794986047,4.0,0
29,40.0,1.0,3.0,1693.0,0.0,3.0,0.0,2.0,0.03544004725339634,9.0,6.0,17.0,1.0,0.0,0.0,0.567182076631934,74.0,6.792852139277013,3.3964243714263205,1729.6656069018918,35.974674802711,7.419285552768551,3.0,21.37900948237624,0.4183237347665371,0.38893538357440494,6.388409617536842,5.0,0.0,97.39778599617227,22.0,1.0,2.0,0.3218850901077527,28.0,0
30,64.0,0.0,2.0,107.0,1.0,2.0,0.0,9.0,2.5233644859813085,11.0,25.0,3.0,0.0,0.0,2.0,0.7275105789917371,351.0,899.935543926789,99.99282710377355,8.76899829004511,39.923058026984656,6.945813059447805,1.0,17.38952111006292,0.4588860457224684,0.6831274358059302,88.41583638480982,11.0,0.0,13.888353462422913,39.0,1.0,2.0,0.29849495436086715,19.0,0
31,42.0,0.0,1.0,1764.0,2.0,3.0,0.0,1.0,0.017006802721088437,61.0,3.0,1.0,2.0,1.0,20.0,0.5956070992910627,108.0,7.505976509041988,,405.08393440563435,17.881392141842948,4.08894307100614,11.0,22.83202743205444,0.1094612161366513,0.6044310922405152,31.19813170676292,3.0,1.0,77.38991136461478,17.0,0.0,6.0,0.13753811891367804,3.0,0
32,57.0,0.0,1.0,654.0,3.0,0.0,0.0,4.0,0.18348623853211007,1.0,22.0,47.0,0.0,1.0,9.0,0.5030403101608464,324.0,269.90725652848363,67.4767972629216,150.82314067583206,13.982561162155603,41.69871306703789,10.0,14.791953628962403,0.10385925805139737,0.13444510000698884,37.91901047944176,,1.0,28.205484621066546,14.0,0.0,0.0,0.1972687216173341,107.0,0
33,43.0,0.0,0.0,172.0,0.0,4.0,0.0,2.0,0.3488372093023256,1.0,36.0,5.0,1.0,1.0,10.0,0.4803512168936851,315.0,219.99685793906997,109.998373970348,2724.404319033444,14.775900591431526,7.6358247128609325,22.0,22.24455296535308,0.37340613618758367,0.6364746684920457,3.6540264041540746,3.0,0.0,10.232636848646038,8.0,1.0,4.0,0.07914387513969023,34.0,0
34,31.0,1.0,0.0,1682.0,0.0,1.0,0.0,14.0,0.2497027348394768,10.0,10.0,10.0,0.0,0.0,1.0,0.20065576674237934,40.0,23.880048605845356,1.7057176357234087,131.50679343074012,18.748648433748382,323.77663353065816,3.0,70.08235243311341,0.15063743854554473,0.4994759510100987,18.252509673984253,1.0,0.0,16.881052959545976,0.0,0.0,7.0,0.3662033862034481,2.0,1
35,30.0,0.0,1.0,519.0,1.0,4.0,0.0,4.0,0.23121387283236994,3.0,2.0,7.0,1.0,0.0,17.0,0.5702587368410704,133.0,77.95928667710777,19.489816796822744,895.8533808151875,10.623966132554425,110.51424054718646,22.0,23.139024700432365,0.5874144532998673,0.6234900855520455,32.60682338803046,1.0,0.0,11.383361107196588,16.0,0.0,0.0,0.13586429916097637,9.0,0
36,62.0,1.0,1.0,958.0,0.0,0.0,0.0,5.0,0.15657620041753653,1.0,114.0,5.0,0.0,,1.0,0.4988769046308094,,32.85387399436657,6.570773484718617,88.29346818293642,15.523549140849418,297.67527319764963,9.0,3.4087391275466574,0.15501026158405543,0.3906784301088725,53.43656391781494,2.0,0.0,37.706009200687234,22.0,0.0,2.0,0.42722736123252214,43.0,1
37,59.0,1.0,3.0,813.0,1.0,3.0,0.0,14.0,0.5166051660516605,3.0,22.0,3.0,0.0,0.0,4.0,0.45464752150249865,261.0,23.48605043135582,1.6775749109843507,684.1862104093307,6.825202450156709,17.510091866479954,8.0,25.974158080376654,0.025420983742737657,0.5303488267336867,9.039604921697116,9.0,0.0,497.8919056181355,17.0,1.0,3.0,0.2157937952385391,29.0,0
38,18.0,0.0,0.0,528.0,1.0,2.0,1.0,57.0,3.2386363636363633,2.0,4.0,3.0,3.0,0.0,1.0,0.38548029532591266,64.0,504.06167769029327,8.843187172756247,398.2734199336149,14.033639726807136,40.971884740114255,5.0,33.696423312163134,0.06099226270865221,0.5503255029632169,25.416473588931478,2.0,1.0,192.40548541285614,4.0,1.0,3.0,0.061727506835724116,32.0,1
39,52.0,0.0,1.0,320.0,1.0,2.0,0.0,101.0,9.46875,28.0,22.0,69.0,2.0,0.0,15.0,0.7474574808231792,40.0,15.393193199905115,0.15240785195541845,169.56681380155848,19.09759516093877,16.124076671582984,15.0,12.844606139833296,0.43299241883389794,0.5723555802402068,6.182097259127326,36.0,0.0,74.73569323894205,15.0,0.0,7.0,0.4169568316282747,7.0,1
40,22.0,0.0,1.0,1061.0,0.0,0.0,0.0,13.0,0.36757775683317623,48.0,1.0,1.0,0.0,1.0,7.0,0.5666914879071515,120.0,27.722820910482845,2.1325245213814097,627.5066101488336,4.708460974098037,13.770053048578653,7.0,28.883183886604456,0.4669519264993833,0.6816629698024689,64.77395816312227,1.0,1.0,60.876358088732424,4.0,1.0,0.0,0.26487346641869247,43.0,0
41,36.0,1.0,0.0,499.0,1.0,2.0,1.0,7.0,0.4208416833667335,0.0,55.0,3.0,1.0,0.0,12.0,0.5100827539598115,338.0,165.38435931140233,23.626333669295523,165.02059643781197,10.349242780460077,196.765830254244,3.0,21.375398600447795,0.8525699146173442,0.12577513923789824,,1.0,1.0,466.31117699430104,3.0,0.0,1.0,0.19004278538920633,4.0,0
42,24.0,0.0,1.0,1689.0,3.0,0.0,0.0,38.0,0.674955595026643,1.0,189.0,2.0,0.0,0.0,0.0,0.7798320788866051,96.0,278.85900662830994,7.338394718155664,49.36820933515171,8.537857190648129,22.696619614471874,13.0,32.631148426029476,0.12521013064510336,0.8458319544483324,30.169967101560342,13.0,0.0,165.62708155281766,1.0,1.0,,0.23682489920503333,8.0,1
43,54.0,1.0,0.0,265.0,1.0,2.0,0.0,32.0,3.622641509433962,2.0,35.0,10.0,0.0,1.0,4.0,0.3773950062902195,249.0,25.367867545699816,0.792745836029812,1042.8858675776917,6.99632401270793,99.90361609987286,15.0,26.70766439150038,0.21972596690252721,0.32459193147164256,5.78417507758747,1.0,0.0,196.75003895550302,35.0,1.0,2.0,0.23860336814583147,48.0,1
44,33.0,0.0,0.0,1719.0,1.0,2.0,0.0,23.0,0.4013961605584642,2.0,3.0,3.0,1.0,0.0,1.0,0.5686626084926101,34.0,2029.0577624109862,88.21989887787336,131.29012161880286,10.532005750904753,45.38480132467689,10.0,11.493643446449452,0.1259374874746697,0.4771139404647181,36.912766804585154,0.0,2.0,35.29491575444682,1.0,0.0,3.0,0.4503302730552321,9.0,1
45,19.0,1.0,0.0,1692.0,0.0,3.0,1.0,1.0,0.01773049645390071,2.0,0.0,3.0,0.0,2.0,3.0,0.8367750385713986,98.0,984.1790456421381,984.1780614640768,165.66703423806334,2.596986394926481,45.77052094240338,6.0,97.08398788650831,0.23672727590104048,0.5234126109776648,15.254903793842498,1.0,0.0,41.77409027978452,11.0,0.0,3.0,0.04259899414768839,72.0,1
46,40.0,0.0,0.0,1673.0,0.0,4.0,0.0,34.0,0.6096832038254633,4.0,70.0,12.0,2.0,0.0,0.0,0.24371623775003687,59.0,9.169684376042994,0.2696965913631295,211.1988270670274,12.070270492860221,46.05513542672959,4.0,82.16027864589955,0.10301044703908296,0.4959460247018888,15.250646608124763,9.0,0.0,88.48112997301196,7.0,2.0,1.0,0.27746032662813086,372.0,1
47,29.0,1.0,0.0,908.0,0.0,1.0,0.0,12.0,0.39647577092511016,3.0,9.0,50.0,0.0,1.0,1.0,0.32448204378572376,188.0,421.2714320960011,35.10594974917095,48.26843752059451,63.69600106569489,110.57492155784206,45.0,758.5638247601789,0.3012832561053601,0.2364888449233542,79.90493899481903,2.0,0.0,95.31094169551915,0.0,0.0,7.0,0.4634241882588499,37.0,1
48,65.0,0.0,1.0,402.0,1.0,1.0,0.0,2.0,0.14925373134328357,1.0,7.0,2.0,0.0,0.0,1.0,0.6853227799112747,123.0,1170.4400815987199,585.2197481894858,1478.4739098757682,51.02732549930373,11.756192496900251,,2.821027484361082,0.18243056189183243,0.6722146662841484,20.76678320791895,3.0,1.0,417.4343511382083,19.0,0.0,4.0,0.33841273380197634,31.0,1
49,24.0,0.0,0.0,987.0,0.0,2.0,0.0,3.0,0.0911854103343465,1.0,54.0,1.0,0.0,1.0,0.0,0.3460641803922285,275.0,6.177671352065818,2.05922309761424,189.0632250207672,47.53652538324266,22.96130104100918,12.0,33.56538708959961,0.4540410025873145,0.7652847915905979,7.52475331441072,5.0,0.0,6.913511630689316,11.0,1.0,1.0,0.25064323214788725,13.0,0
50,41.0,0.0,0.0,602.0,1.0,3.0,0.0,16.0,0.7973421926910299,23.0,5.0,6.0,1.0,0.0,2.0,0.0,135.0,87.51673518806602,5.469795607391901,321.4128074775257,15.453487828716899,21.79822501875318,18.0,45.44187388918879,0.28585728061182863,0.30814185221281043,12.392714793244906,1.0,1.0,73.68064013433295,0.0,0.0,3.0,0.31601792179005106,31.0,0
51,17.0,0.0,0.0,952.0,1.0,4.0,0.0,0.0,0.0,,32.0,15.0,1.0,0.0,10.0,0.23759888296266388,52.0,254.26785039565772,254267850.39565772,474.16289985688104,114.81896321019374,50.38500209618345,5.0,13.850589388632063,0.25891167597416137,0.28060847987881987,14.143641303723399,10.0,0.0,155.87423328194762,39.0,1.0,4.0,0.3077293090325669,24.0,1
52,35.0,1.0,0.0,218.0,1.0,4.0,0.0,6.0,0.8256880733944955,3.0,12.0,4.0,0.0,0.0,4.0,0.1747182570247925,110.0,104.22830472062834,17.37138122487452,1338.3502637029133,17.21534977938013,44.473702379404315,13.0,37.538163845202504,0.5179101592902521,0.7087879552942975,6.3774623249542985,7.0,1.0,49.92172508196284,8.0,0.0,2.0,0.3668337366952194,32.0,0
53,43.0,0.0,0.0,330.0,0.0,4.0,0.0,3.0,0.2727272727272727,1.0,16.0,12.0,1.0,1.0,1.0,0.17235659795495578,50.0,49.155848126097766,16.385277246940174,,12.59061024586274,15.59477078722865,1.0,19.3016684696255,0.0,0.5069084103722061,1.6421018951091912,4.0,0.0,15.781275331496866,14.0,1.0,1.0,0.0,16.0,0
54,62.0,0.0,0.0,186.0,1.0,3.0,0.0,3.0,0.48387096774193544,3.0,99.0,3.0,0.0,0.0,3.0,0.5775363433437355,318.0,31.579371375694752,10.526453616413711,10.59419987496382,9.41416135872559,100.43676608894279,6.0,44.32682571710153,0.16407814285130354,0.8364478384527789,4.714638007696156,1.0,0.0,49.03064374553968,6.0,0.0,11.0,0.0,58.0,1
55,22.0,1.0,1.0,1405.0,1.0,4.0,1.0,4.0,0.08540925266903915,13.0,6.0,83.0,1.0,0.0,4.0,0.569800449040978,170.0,185.92610666142195,46.481515044976724,143.13000602848135,6.591044257539916,147.18739194082335,16.0,19.60395062919263,,0.5771164865520704,6.06800137743206,,0.0,10.194309327565955,7.0,0.0,2.0,0.3166818182868847,102.0,0
56,59.0,0.0,2.0,209.0,0.0,2.0,0.0,1.0,0.14354066985645933,9.0,5.0,11.0,0.0,0.0,10.0,0.45388444284023527,19.0,163.9424724837817,163.94230854147318,605.5304730067846,10.860798204385896,2899.5484839638584,1.0,247.76472240029796,0.23456546941031906,0.40326636641218655,7.160981106115248,5.0,0.0,30.809028429325032,8.0,1.0,2.0,0.0,8.0,0
57,23.0,1.0,0.0,1587.0,0.0,4.0,0.0,28.0,0.5293005671077505,11.0,9.0,3.0,0.0,1.0,11.0,,262.0,414.96883015358407,14.820314833331043,125.07043101217326,15.841948268076562,21.99716286964202,9.0,22.844511154767005,0.049173407732691576,0.6747178865742163,15.841361761145647,5.0,0.0,156.0910669491577,7.0,0.0,4.0,0.5573706493394011,14.0,1
58,62.0,1.0,0.0,288.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,4.0,0.6155632560447518,143.0,214.33010849276124,214330108.49276125,86.86548324646994,20.687398517935108,47.05386407987475,6.0,22.832352052505943,0.274586796667054,0.6369070730659436,3.149215025140631,4.0,2.0,264.6886249676375,8.0,0.0,3.0,0.2338795014850303,287.0,1
59,50.0,0.0,0.0,88.0,0.0,1.0,1.0,9.0,3.0681818181818183,1.0,40.0,8.0,0.0,0.0,4.0,0.5813202378941803,224.0,684.1395193410405,76.01549370283854,2533.7570577406154,13.798936538337093,27.85429340012861,43.0,171.23884931413767,0.6223208080529838,0.5297252665184622,115.4548912401132,3.0,0.0,3.886067827101552,26.0,0.0,1.0,0.13525544314998475,17.0,0
60,29.0,1.0,0.0,1003.0,0.0,0.0,0.0,2.0,0.05982053838484547,15.0,34.0,12.0,0.0,0.0,15.0,0.3335785065278027,183.0,2207.560986803529,1103.7799415117936,10.929117367115674,11.062974707787774,58.77103009773981,0.0,33.11512050298332,0.4159325707709418,0.37071360640152995,15.48015376503676,1.0,0.0,12.910273017676092,14.0,0.0,2.0,0.4150629246038582,80.0,1
61,32.0,0.0,1.0,136.0,0.0,1.0,0.0,86.0,18.97058823529412,11.0,11.0,1.0,0.0,0.0,1.0,0.031188868608770515,276.0,2874.371029132661,33.42291855476445,1132.6295112952191,33.050627954779806,187.810978748928,10.0,29.274911078970145,0.1479191516174754,0.6898141443808836,11.735709545426136,,1.0,342.6996929446652,19.0,0.0,2.0,0.68899209625499,7.0,1
62,51.0,0.0,2.0,158.0,0.0,3.0,0.0,8.0,1.518987341772152,3.0,3.0,6.0,2.0,0.0,2.0,0.08393916384928773,110.0,75.88511247195375,9.485637873289486,80.8284460466119,47.498926051754395,124.87259535164588,19.0,7.976157818122948,0.36159710080773305,0.9808054418350216,17.365966588853873,10.0,0.0,37.17623079529059,8.0,0.0,8.0,0.2261119895828264,8.0,0
63,65.0,1.0,2.0,794.0,3.0,2.0,1.0,0.0,0.0,11.0,0.0,13.0,0.0,1.0,1.0,0.23387521388495797,43.0,4.337644096283864,4337644.096283864,1036.468768973824,11.72707285358357,801.7138060537893,7.0,5.256227546677468,0.3300407387164012,0.32939343328400605,6.6222234910805335,2.0,0.0,1.8041473779566957,41.0,0.0,5.0,0.0,17.0,0
64,55.0,1.0,0.0,920.0,1.0,1.0,1.0,15.0,0.4891304347826087,1.0,4.0,8.0,0.0,0.0,1.0,0.8112920363350313,261.0,953.6330812633202,63.57553451251905,168.109909031481,5.603945989508238,43.86279123289535,11.0,11.507928663126707,0.0,0.521958563267771,31.080884327898257,0.0,0.0,114.23258664081936,31.0,0.0,0.0,0.0,36.0,1
65,19.0,0.0,2.0,155.0,1.0,3.0,0.0,2.0,0.3870967741935484,1.0,8.0,11.0,1.0,0.0,13.0,0.2808123278948612,22.0,56.89889307409925,28.449432312333467,3401.196870085515,63.3202761798547,50.34287872543484,1.0,11.30117179733123,0.3421860934205913,0.35781443948902364,18.163909856450445,23.0,0.0,23.44313717064059,17.0,0.0,1.0,0.31445865039751686,5.0,1
66,17.0,1.0,0.0,1487.0,3.0,1.0,0.0,26.0,0.5245460659045057,0.0,1.0,30.0,0.0,1.0,9.0,0.22121063180557582,191.0,335.5424673647837,12.905479017665565,24.78643502014474,6.70394511262511,4.4462203879740665,2.0,46.596897840411685,0.5326861228991916,0.5291438048811071,8.916987993671267,7.0,0.0,17.27767749854211,75.0,0.0,0.0,0.0,0.0,0
67,21.0,0.0,1.0,220.0,1.0,3.0,0.0,16.0,2.181818181818182,7.0,307.0,0.0,1.0,0.0,2.0,0.4228492651121787,302.0,2469.8082717500215,154.36300733668838,55.33773365432043,33.82658771958749,152.93087530249562,8.0,61.74847373682928,0.7556686233622674,0.7380623815469507,7.029161970685259,49.0,0.0,189.5927304405843,11.0,0.0,2.0,0.30376377397240784,7.0,1
